InvoiceNo,StockCode,Description,Category,Subcategory,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV-100224,HOME-001,Coffee Maker,Home & Garden,Kitchen,45,2023-08-28 00:00:00,54.96,CUST-0021,Switzerland
INV-100225,HOME-001,Coffee Maker,Home & Garden,Kitchen,10,2024-05-03 00:00:00,58.42,CUST-0069,Germany
INV-100226,CLOTH-002,Jeans Classic,Clothing,Bottoms,18,2023-11-24 00:00:00,45.67,CUST-0040,Italy
INV-100227,ELEC-002,Wireless Mouse,Electronics,Accessories,7,2025-03-31 00:00:00,31.72,CUST-0009,Germany
INV-100228,BOOK-001,Python Programming,Books,Technology,17,2024-09-20 00:00:00,43.46,CUST-0100,Belgium
INV-100229,CLOTH-003,Winter Jacket,Clothing,Outerwear,25,2024-08-26 00:00:00,140.06,CUST-0064,Portugal
INV-100230,ELEC-002,Wireless Mouse,Electronics,Accessories,3,2025-04-24 00:00:00,29.28,CUST-0084,Austria
INV-100231,CLOTH-003,Winter Jacket,Clothing,Outerwear,42,2025-04-07 00:00:00,136.94,CUST-0011,Austria
INV-100232,ELEC-004,Bluetooth Speaker,Electronics,Audio,3,2023-11-09 00:00:00,87.55,CUST-0091,Germany
INV-100233,HOME-002,Desk Lamp,Home & Garden,Lighting,42,2024-10-15 00:00:00,34.07,CUST-0072,UK
INV-100234,ELEC-001,"Laptop Pro 15""",Electronics,Computers,45,2024-04-27 00:00:00,892.44,CUST-0082,France
INV-100235,ELEC-001,"Laptop Pro 15""",Electronics,Computers,45,2024-05-22 00:00:00,988.99,CUST-0056,Italy
INV-100236,BOOK-001,Python Programming,Books,Technology,22,2025-06-06 00:00:00,38.42,CUST-0075,Portugal
INV-100237,CLOTH-002,Jeans Classic,Clothing,Bottoms,33,2024-11-02 00:00:00,48.54,CUST-0017,Austria
INV-100238,ELEC-003,USB-C Cable,Electronics,Accessories,14,2025-03-27 00:00:00,12.53,CUST-0052,Portugal
INV-100239,SPORT-002,Running Shoes,Sports,Footwear,13,2024-05-29 00:00:00,91.38,CUST-0064,Netherlands
INV-100240,ELEC-001,"Laptop Pro 15""",Electronics,Computers,19,2024-01-07 00:00:00,820.31,CUST-0034,France
INV-100241,CLOTH-002,Jeans Classic,Clothing,Bottoms,8,2024-03-16 00:00:00,45.15,CUST-0031,Netherlands
INV-100242,CLOTH-001,Cotton T-Shirt,Clothing,Tops,11,2023-10-06 00:00:00,19.15,CUST-0077,Netherlands
INV-100243,HOME-002,Desk Lamp,Home & Garden,Lighting,8,2023-10-15 00:00:00,37.42,CUST-0025,Switzerland
INV-100244,HOME-001,Coffee Maker,Home & Garden,Kitchen,33,2025-03-05 00:00:00,60.64,CUST-0067,Belgium
INV-100245,SPORT-001,Yoga Mat,Sports,Fitness,28,2024-08-24 00:00:00,27.48,CUST-0063,Germany
INV-100246,ELEC-001,"Laptop Pro 15""",Electronics,Computers,42,2024-12-02 00:00:00,856.33,CUST-0047,Switzerland
INV-100247,CLOTH-001,Cotton T-Shirt,Clothing,Tops,15,2023-09-06 00:00:00,20.34,CUST-0054,Germany
INV-100248,BOOK-001,Python Programming,Books,Technology,16,2023-12-08 00:00:00,39.0,CUST-0094,Switzerland
INV-100249,ELEC-001,"Laptop Pro 15""",Electronics,Computers,2,2024-04-06 00:00:00,905.51,CUST-0016,Portugal
INV-100250,HOME-002,Desk Lamp,Home & Garden,Lighting,41,2024-09-23 00:00:00,33.02,CUST-0065,Italy
INV-100251,SPORT-001,Yoga Mat,Sports,Fitness,24,2023-12-13 00:00:00,27.41,CUST-0040,Switzerland
INV-100252,SPORT-001,Yoga Mat,Sports,Fitness,49,2024-03-18 00:00:00,24.14,CUST-0078,Netherlands
INV-100253,HOME-001,Coffee Maker,Home & Garden,Kitchen,34,2025-06-26 00:00:00,63.62,CUST-0080,France
INV-100254,ELEC-001,"Laptop Pro 15""",Electronics,Computers,50,2024-12-21 00:00:00,936.75,CUST-0017,Netherlands
INV-100255,SPORT-001,Yoga Mat,Sports,Fitness,9,2024-03-10 00:00:00,25.32,CUST-0091,Netherlands
INV-100256,ELEC-002,Wireless Mouse,Electronics,Accessories,7,2024-02-11 00:00:00,29.33,CUST-0036,Germany
INV-100257,SPORT-001,Yoga Mat,Sports,Fitness,42,2025-06-11 00:00:00,25.03,CUST-0077,Germany
INV-100258,ELEC-003,USB-C Cable,Electronics,Accessories,19,2025-05-24 00:00:00,13.9,CUST-0049,Italy
INV-100259,SPORT-001,Yoga Mat,Sports,Fitness,23,2025-07-29 00:00:00,26.3,CUST-0037,Germany
INV-100260,CLOTH-001,Cotton T-Shirt,Clothing,Tops,23,2025-07-22 00:00:00,21.53,CUST-0023,Austria
INV-100261,ELEC-004,Bluetooth Speaker,Electronics,Audio,9,2024-07-25 00:00:00,74.3,CUST-0047,Austria
INV-100262,HOME-002,Desk Lamp,Home & Garden,Lighting,19,2024-02-17 00:00:00,33.25,CUST-0061,France
INV-100263,ELEC-001,"Laptop Pro 15""",Electronics,Computers,24,2025-03-18 00:00:00,917.01,CUST-0034,Spain
INV-100264,HOME-002,Desk Lamp,Home & Garden,Lighting,35,2023-09-02 00:00:00,34.29,CUST-0051,Portugal
INV-100265,BOOK-001,Python Programming,Books,Technology,44,2023-11-26 00:00:00,39.37,CUST-0085,Netherlands
INV-100266,CLOTH-001,Cotton T-Shirt,Clothing,Tops,41,2025-02-12 00:00:00,18.6,CUST-0033,Germany
INV-100267,SPORT-001,Yoga Mat,Sports,Fitness,6,2024-07-17 00:00:00,25.04,CUST-0051,Netherlands
INV-100268,BOOK-001,Python Programming,Books,Technology,46,2023-10-31 00:00:00,36.75,CUST-0009,Germany
INV-100269,BOOK-001,Python Programming,Books,Technology,7,2025-07-23 00:00:00,42.56,CUST-0098,Netherlands
INV-100270,ELEC-002,Wireless Mouse,Electronics,Accessories,48,2023-09-23 00:00:00,30.94,CUST-0035,Spain
INV-100271,SPORT-001,Yoga Mat,Sports,Fitness,26,2025-05-24 00:00:00,25.25,CUST-0099,France
INV-100272,CLOTH-003,Winter Jacket,Clothing,Outerwear,42,2023-10-22 00:00:00,140.26,CUST-0080,Belgium
INV-100273,ELEC-001,"Laptop Pro 15""",Electronics,Computers,24,2024-07-24 00:00:00,810.75,CUST-0033,Switzerland
INV-100274,HOME-002,Desk Lamp,Home & Garden,Lighting,30,2024-05-02 00:00:00,36.9,CUST-0094,Netherlands
INV-100275,SPORT-001,Yoga Mat,Sports,Fitness,48,2025-02-03 00:00:00,25.66,CUST-0028,Belgium
INV-100276,CLOTH-003,Winter Jacket,Clothing,Outerwear,25,2025-05-27 00:00:00,117.53,CUST-0019,Italy
INV-100277,ELEC-002,Wireless Mouse,Electronics,Accessories,6,2024-10-01 00:00:00,32.15,CUST-0056,Austria
INV-100278,ELEC-003,USB-C Cable,Electronics,Accessories,19,2025-05-14 00:00:00,13.56,CUST-0090,Austria
INV-100279,ELEC-004,Bluetooth Speaker,Electronics,Audio,23,2024-02-17 00:00:00,73.76,CUST-0021,Spain
INV-100280,BOOK-001,Python Programming,Books,Technology,21,2024-01-02 00:00:00,40.02,CUST-0004,Spain
INV-100281,HOME-001,Coffee Maker,Home & Garden,Kitchen,31,2024-10-04 00:00:00,55.38,CUST-0099,France
INV-100282,CLOTH-003,Winter Jacket,Clothing,Outerwear,20,2024-06-30 00:00:00,127.41,CUST-0079,Spain
INV-100283,BOOK-001,Python Programming,Books,Technology,38,2025-02-20 00:00:00,41.04,CUST-0071,Austria
INV-100284,CLOTH-003,Winter Jacket,Clothing,Outerwear,15,2024-09-01 00:00:00,123.82,CUST-0044,Italy
INV-100285,CLOTH-001,Cotton T-Shirt,Clothing,Tops,24,2024-10-17 00:00:00,21.1,CUST-0072,Austria
INV-100286,HOME-001,Coffee Maker,Home & Garden,Kitchen,3,2025-06-03 00:00:00,57.21,CUST-0067,Switzerland
INV-100287,HOME-001,Coffee Maker,Home & Garden,Kitchen,27,2024-12-06 00:00:00,62.28,CUST-0060,Italy
INV-100288,SPORT-002,Running Shoes,Sports,Footwear,1,2025-05-26 00:00:00,93.68,CUST-0040,Netherlands
INV-100289,SPORT-001,Yoga Mat,Sports,Fitness,25,2025-07-31 00:00:00,23.09,CUST-0027,Austria
INV-100290,ELEC-004,Bluetooth Speaker,Electronics,Audio,28,2023-09-20 00:00:00,74.58,CUST-0020,Netherlands
INV-100291,ELEC-001,"Laptop Pro 15""",Electronics,Computers,15,2024-09-06 00:00:00,944.03,CUST-0085,Belgium
INV-100292,ELEC-004,Bluetooth Speaker,Electronics,Audio,12,2024-09-04 00:00:00,81.14,CUST-0093,Italy
INV-100293,HOME-001,Coffee Maker,Home & Garden,Kitchen,30,2024-08-18 00:00:00,59.17,CUST-0069,Belgium
INV-100294,ELEC-003,USB-C Cable,Electronics,Accessories,9,2025-01-13 00:00:00,12.44,CUST-0086,Belgium
INV-100295,ELEC-002,Wireless Mouse,Electronics,Accessories,27,2025-02-12 00:00:00,28.41,CUST-0058,Switzerland
INV-100296,CLOTH-002,Jeans Classic,Clothing,Bottoms,38,2025-02-27 00:00:00,51.07,CUST-0036,France
INV-100297,HOME-001,Coffee Maker,Home & Garden,Kitchen,50,2025-06-08 00:00:00,59.58,CUST-0040,Italy
INV-100298,ELEC-002,Wireless Mouse,Electronics,Accessories,13,2024-01-18 00:00:00,31.37,CUST-0043,Netherlands
INV-100299,ELEC-002,Wireless Mouse,Electronics,Accessories,14,2024-11-30 00:00:00,27.4,CUST-0018,Italy
INV-100300,CLOTH-003,Winter Jacket,Clothing,Outerwear,2,2025-04-16 00:00:00,119.15,CUST-0026,Belgium
INV-100301,HOME-001,Coffee Maker,Home & Garden,Kitchen,9,2025-02-02 00:00:00,59.59,CUST-0057,Switzerland
INV-100302,ELEC-003,USB-C Cable,Electronics,Accessories,25,2024-10-21 00:00:00,12.63,CUST-0045,Germany
INV-100303,HOME-001,Coffee Maker,Home & Garden,Kitchen,17,2024-09-24 00:00:00,55.58,CUST-0083,Italy
INV-100304,CLOTH-003,Winter Jacket,Clothing,Outerwear,33,2025-08-01 00:00:00,121.97,CUST-0053,Belgium
INV-100305,SPORT-001,Yoga Mat,Sports,Fitness,18,2024-03-22 00:00:00,25.34,CUST-0050,Italy
INV-100306,ELEC-004,Bluetooth Speaker,Electronics,Audio,38,2024-04-06 00:00:00,74.42,CUST-0025,Italy
INV-100307,CLOTH-002,Jeans Classic,Clothing,Bottoms,45,2025-04-06 00:00:00,53.38,CUST-0086,UK
INV-100308,SPORT-002,Running Shoes,Sports,Footwear,24,2025-01-20 00:00:00,92.54,CUST-0098,Germany
INV-100309,ELEC-002,Wireless Mouse,Electronics,Accessories,36,2023-08-19 00:00:00,32.75,CUST-0032,Germany
INV-100310,ELEC-004,Bluetooth Speaker,Electronics,Audio,19,2023-09-21 00:00:00,87.07,CUST-0084,UK
INV-100311,HOME-001,Coffee Maker,Home & Garden,Kitchen,18,2025-07-24 00:00:00,56.94,CUST-0054,France
INV-100312,SPORT-002,Running Shoes,Sports,Footwear,44,2024-07-17 00:00:00,95.44,CUST-0092,Belgium
INV-100313,CLOTH-001,Cotton T-Shirt,Clothing,Tops,11,2024-03-27 00:00:00,21.75,CUST-0071,France
INV-100314,CLOTH-001,Cotton T-Shirt,Clothing,Tops,19,2024-12-03 00:00:00,19.76,CUST-0080,Netherlands
INV-100315,BOOK-001,Python Programming,Books,Technology,21,2024-10-26 00:00:00,41.54,CUST-0067,Italy
INV-100316,ELEC-004,Bluetooth Speaker,Electronics,Audio,13,2024-04-25 00:00:00,81.99,CUST-0059,Italy
INV-100317,SPORT-001,Yoga Mat,Sports,Fitness,28,2023-09-18 00:00:00,24.09,CUST-0079,Switzerland
INV-100318,HOME-002,Desk Lamp,Home & Garden,Lighting,17,2024-06-19 00:00:00,37.39,CUST-0003,Austria
INV-100319,BOOK-001,Python Programming,Books,Technology,1,2023-11-13 00:00:00,36.17,CUST-0054,France
INV-100320,CLOTH-003,Winter Jacket,Clothing,Outerwear,44,2023-08-16 00:00:00,136.28,CUST-0058,Austria
INV-100321,ELEC-001,"Laptop Pro 15""",Electronics,Computers,30,2025-01-30 00:00:00,978.06,CUST-0009,Italy
INV-100322,CLOTH-003,Winter Jacket,Clothing,Outerwear,35,2025-04-13 00:00:00,125.5,CUST-0004,Portugal
INV-100323,CLOTH-002,Jeans Classic,Clothing,Bottoms,50,2025-06-30 00:00:00,45.61,CUST-0045,Switzerland
INV-100324,ELEC-004,Bluetooth Speaker,Electronics,Audio,41,2024-02-28 00:00:00,76.86,CUST-0076,Portugal
INV-100325,HOME-001,Coffee Maker,Home & Garden,Kitchen,34,2024-11-17 00:00:00,54.12,CUST-0034,Netherlands
INV-100326,CLOTH-002,Jeans Classic,Clothing,Bottoms,31,2024-05-09 00:00:00,54.24,CUST-0096,Italy
INV-100327,CLOTH-002,Jeans Classic,Clothing,Bottoms,2,2024-04-25 00:00:00,46.65,CUST-0076,Portugal
INV-100328,CLOTH-001,Cotton T-Shirt,Clothing,Tops,23,2024-12-18 00:00:00,21.45,CUST-0050,Netherlands
INV-100329,CLOTH-001,Cotton T-Shirt,Clothing,Tops,33,2025-05-12 00:00:00,21.9,CUST-0085,Spain
INV-100330,ELEC-002,Wireless Mouse,Electronics,Accessories,16,2025-01-31 00:00:00,29.99,CUST-0019,Spain
INV-100331,CLOTH-001,Cotton T-Shirt,Clothing,Tops,41,2023-12-29 00:00:00,18.39,CUST-0028,Austria
INV-100332,SPORT-002,Running Shoes,Sports,Footwear,39,2025-03-11 00:00:00,96.17,CUST-0070,Netherlands
INV-100333,ELEC-004,Bluetooth Speaker,Electronics,Audio,47,2023-12-11 00:00:00,84.48,CUST-0058,Belgium
INV-100334,SPORT-002,Running Shoes,Sports,Footwear,7,2024-08-17 00:00:00,85.18,CUST-0046,Austria
INV-100335,CLOTH-002,Jeans Classic,Clothing,Bottoms,45,2023-11-20 00:00:00,52.28,CUST-0001,Switzerland
INV-100336,ELEC-001,"Laptop Pro 15""",Electronics,Computers,38,2025-01-05 00:00:00,970.98,CUST-0077,Germany
INV-100337,BOOK-001,Python Programming,Books,Technology,27,2025-05-20 00:00:00,39.44,CUST-0061,Switzerland
INV-100338,SPORT-002,Running Shoes,Sports,Footwear,19,2023-12-07 00:00:00,82.66,CUST-0016,Spain
INV-100339,CLOTH-003,Winter Jacket,Clothing,Outerwear,30,2023-10-16 00:00:00,134.93,CUST-0045,Netherlands
INV-100340,ELEC-004,Bluetooth Speaker,Electronics,Audio,19,2025-08-01 00:00:00,72.0,CUST-0089,Netherlands
INV-100341,BOOK-001,Python Programming,Books,Technology,36,2024-08-11 00:00:00,36.16,CUST-0013,Belgium
INV-100342,ELEC-003,USB-C Cable,Electronics,Accessories,20,2023-08-20 00:00:00,12.93,CUST-0002,Germany
INV-100343,CLOTH-003,Winter Jacket,Clothing,Outerwear,48,2024-05-04 00:00:00,127.03,CUST-0090,Austria
INV-100344,BOOK-001,Python Programming,Books,Technology,6,2024-04-05 00:00:00,39.88,CUST-0066,Germany
INV-100345,SPORT-002,Running Shoes,Sports,Footwear,15,2024-04-19 00:00:00,81.75,CUST-0095,France
INV-100346,CLOTH-001,Cotton T-Shirt,Clothing,Tops,36,2024-09-09 00:00:00,21.14,CUST-0060,Portugal
INV-100347,SPORT-002,Running Shoes,Sports,Footwear,50,2024-05-19 00:00:00,93.48,CUST-0003,Netherlands
INV-100348,CLOTH-002,Jeans Classic,Clothing,Bottoms,30,2024-12-28 00:00:00,46.0,CUST-0039,Switzerland
INV-100349,SPORT-001,Yoga Mat,Sports,Fitness,16,2025-03-19 00:00:00,22.68,CUST-0075,UK
INV-100350,HOME-002,Desk Lamp,Home & Garden,Lighting,37,2024-03-14 00:00:00,35.9,CUST-0098,Netherlands
INV-100351,CLOTH-001,Cotton T-Shirt,Clothing,Tops,22,2024-07-28 00:00:00,18.29,CUST-0005,Netherlands
INV-100352,ELEC-004,Bluetooth Speaker,Electronics,Audio,48,2024-06-10 00:00:00,72.59,CUST-0050,Italy
INV-100353,HOME-002,Desk Lamp,Home & Garden,Lighting,21,2024-11-16 00:00:00,38.31,CUST-0098,France
INV-100354,CLOTH-002,Jeans Classic,Clothing,Bottoms,14,2024-01-20 00:00:00,47.32,CUST-0068,France
INV-100355,CLOTH-003,Winter Jacket,Clothing,Outerwear,11,2025-04-26 00:00:00,134.09,CUST-0070,Netherlands
INV-100356,ELEC-004,Bluetooth Speaker,Electronics,Audio,25,2025-01-03 00:00:00,76.96,CUST-0005,Italy
INV-100357,ELEC-004,Bluetooth Speaker,Electronics,Audio,49,2025-05-29 00:00:00,85.0,CUST-0057,Spain
INV-100358,CLOTH-001,Cotton T-Shirt,Clothing,Tops,31,2025-07-08 00:00:00,21.35,CUST-0085,Italy
INV-100359,ELEC-002,Wireless Mouse,Electronics,Accessories,36,2023-09-19 00:00:00,27.78,CUST-0004,Portugal
INV-100360,HOME-001,Coffee Maker,Home & Garden,Kitchen,46,2025-04-27 00:00:00,62.21,CUST-0084,Belgium
INV-100361,ELEC-001,"Laptop Pro 15""",Electronics,Computers,30,2024-02-23 00:00:00,982.5,CUST-0028,Switzerland
INV-100362,ELEC-002,Wireless Mouse,Electronics,Accessories,45,2024-06-30 00:00:00,28.2,CUST-0008,France
INV-100363,SPORT-002,Running Shoes,Sports,Footwear,36,2024-12-23 00:00:00,95.57,CUST-0086,Netherlands
INV-100364,BOOK-001,Python Programming,Books,Technology,6,2025-04-21 00:00:00,41.55,CUST-0038,Italy
INV-100365,ELEC-002,Wireless Mouse,Electronics,Accessories,12,2024-03-09 00:00:00,27.17,CUST-0022,Spain
INV-100366,ELEC-003,USB-C Cable,Electronics,Accessories,33,2025-04-09 00:00:00,12.85,CUST-0034,Germany
INV-100367,SPORT-001,Yoga Mat,Sports,Fitness,1,2025-01-24 00:00:00,24.71,CUST-0017,Spain
INV-100368,ELEC-004,Bluetooth Speaker,Electronics,Audio,1,2025-02-06 00:00:00,72.9,CUST-0008,Belgium
INV-100369,CLOTH-003,Winter Jacket,Clothing,Outerwear,28,2025-02-18 00:00:00,125.11,CUST-0043,Spain
INV-100370,HOME-002,Desk Lamp,Home & Garden,Lighting,46,2023-11-17 00:00:00,31.63,CUST-0073,France
INV-100371,CLOTH-002,Jeans Classic,Clothing,Bottoms,50,2025-07-25 00:00:00,47.43,CUST-0068,Switzerland
INV-100372,ELEC-004,Bluetooth Speaker,Electronics,Audio,45,2025-01-04 00:00:00,82.28,CUST-0051,Germany
INV-100373,SPORT-002,Running Shoes,Sports,Footwear,11,2024-03-25 00:00:00,88.47,CUST-0087,Switzerland
INV-100374,CLOTH-003,Winter Jacket,Clothing,Outerwear,44,2024-10-22 00:00:00,128.09,CUST-0085,Austria
INV-100375,BOOK-001,Python Programming,Books,Technology,22,2025-02-22 00:00:00,37.79,CUST-0076,Netherlands
INV-100376,CLOTH-002,Jeans Classic,Clothing,Bottoms,14,2024-02-16 00:00:00,52.64,CUST-0023,Spain
INV-100377,SPORT-001,Yoga Mat,Sports,Fitness,28,2024-12-20 00:00:00,26.72,CUST-0070,Spain
INV-100378,ELEC-003,USB-C Cable,Electronics,Accessories,45,2023-12-07 00:00:00,12.37,CUST-0055,Italy
INV-100379,SPORT-001,Yoga Mat,Sports,Fitness,30,2025-05-01 00:00:00,24.93,CUST-0089,Belgium
INV-100380,HOME-001,Coffee Maker,Home & Garden,Kitchen,32,2024-06-27 00:00:00,60.59,CUST-0014,Switzerland
INV-100381,ELEC-002,Wireless Mouse,Electronics,Accessories,25,2024-02-17 00:00:00,31.15,CUST-0083,Spain
INV-100382,HOME-001,Coffee Maker,Home & Garden,Kitchen,13,2025-01-27 00:00:00,55.5,CUST-0049,Austria
INV-100383,HOME-001,Coffee Maker,Home & Garden,Kitchen,34,2024-07-12 00:00:00,55.45,CUST-0010,Switzerland
INV-100384,BOOK-001,Python Programming,Books,Technology,9,2023-11-12 00:00:00,40.45,CUST-0085,Germany
INV-100385,HOME-002,Desk Lamp,Home & Garden,Lighting,49,2024-09-21 00:00:00,32.84,CUST-0024,Spain
INV-100386,BOOK-001,Python Programming,Books,Technology,42,2023-09-17 00:00:00,38.61,CUST-0085,Switzerland
INV-100387,SPORT-002,Running Shoes,Sports,Footwear,3,2024-08-16 00:00:00,88.17,CUST-0032,Switzerland
INV-100388,ELEC-002,Wireless Mouse,Electronics,Accessories,35,2023-12-14 00:00:00,28.32,CUST-0027,UK
INV-100389,BOOK-001,Python Programming,Books,Technology,46,2024-07-12 00:00:00,36.27,CUST-0046,Italy
INV-100390,BOOK-001,Python Programming,Books,Technology,34,2024-03-09 00:00:00,40.92,CUST-0030,Germany
INV-100391,SPORT-001,Yoga Mat,Sports,Fitness,9,2024-09-29 00:00:00,22.56,CUST-0003,France
INV-100392,ELEC-003,USB-C Cable,Electronics,Accessories,13,2024-04-30 00:00:00,11.87,CUST-0049,Netherlands
INV-100393,SPORT-001,Yoga Mat,Sports,Fitness,24,2024-03-28 00:00:00,24.4,CUST-0049,Switzerland
INV-100394,HOME-002,Desk Lamp,Home & Garden,Lighting,47,2024-04-14 00:00:00,36.4,CUST-0052,UK
INV-100395,SPORT-002,Running Shoes,Sports,Footwear,28,2024-04-21 00:00:00,83.12,CUST-0021,Italy
INV-100396,ELEC-002,Wireless Mouse,Electronics,Accessories,8,2024-02-28 00:00:00,32.37,CUST-0077,Belgium
INV-100397,BOOK-001,Python Programming,Books,Technology,2,2024-12-25 00:00:00,36.13,CUST-0056,Netherlands
INV-100398,HOME-001,Coffee Maker,Home & Garden,Kitchen,18,2025-01-10 00:00:00,61.52,CUST-0026,Netherlands
INV-100399,HOME-002,Desk Lamp,Home & Garden,Lighting,20,2025-04-19 00:00:00,33.81,CUST-0021,Portugal
INV-100400,BOOK-001,Python Programming,Books,Technology,43,2025-06-10 00:00:00,39.81,CUST-0022,Portugal
INV-100401,ELEC-004,Bluetooth Speaker,Electronics,Audio,45,2025-07-17 00:00:00,85.25,CUST-0004,Spain
INV-100402,ELEC-004,Bluetooth Speaker,Electronics,Audio,26,2023-12-28 00:00:00,87.27,CUST-0051,Belgium
INV-100403,ELEC-001,"Laptop Pro 15""",Electronics,Computers,18,2025-07-07 00:00:00,854.86,CUST-0062,France
INV-100404,CLOTH-002,Jeans Classic,Clothing,Bottoms,40,2024-08-30 00:00:00,47.88,CUST-0039,Portugal
INV-100405,HOME-001,Coffee Maker,Home & Garden,Kitchen,18,2024-02-12 00:00:00,63.62,CUST-0065,Spain
INV-100406,HOME-001,Coffee Maker,Home & Garden,Kitchen,31,2024-06-02 00:00:00,54.86,CUST-0008,UK
INV-100407,BOOK-001,Python Programming,Books,Technology,35,2024-12-04 00:00:00,41.86,CUST-0090,Spain
INV-100408,CLOTH-001,Cotton T-Shirt,Clothing,Tops,31,2023-11-25 00:00:00,18.96,CUST-0010,Netherlands
INV-100409,HOME-002,Desk Lamp,Home & Garden,Lighting,43,2025-07-04 00:00:00,36.2,CUST-0005,Italy
INV-100410,SPORT-001,Yoga Mat,Sports,Fitness,48,2025-05-01 00:00:00,26.76,CUST-0016,France
INV-100411,SPORT-002,Running Shoes,Sports,Footwear,11,2025-07-20 00:00:00,83.92,CUST-0072,Portugal
INV-100412,HOME-001,Coffee Maker,Home & Garden,Kitchen,6,2023-11-05 00:00:00,64.99,CUST-0060,UK
INV-100413,CLOTH-001,Cotton T-Shirt,Clothing,Tops,9,2024-06-26 00:00:00,19.33,CUST-0048,UK
INV-100414,ELEC-001,"Laptop Pro 15""",Electronics,Computers,35,2025-05-04 00:00:00,927.64,CUST-0084,Netherlands
INV-100415,HOME-001,Coffee Maker,Home & Garden,Kitchen,26,2024-10-03 00:00:00,57.45,CUST-0087,Austria
INV-100416,ELEC-001,"Laptop Pro 15""",Electronics,Computers,7,2025-07-15 00:00:00,831.66,CUST-0004,Austria
INV-100417,SPORT-002,Running Shoes,Sports,Footwear,34,2024-03-06 00:00:00,97.81,CUST-0083,Portugal
INV-100418,HOME-002,Desk Lamp,Home & Garden,Lighting,27,2024-11-06 00:00:00,36.84,CUST-0023,Italy
INV-100419,SPORT-002,Running Shoes,Sports,Footwear,33,2025-01-19 00:00:00,81.38,CUST-0057,Portugal
INV-100420,CLOTH-002,Jeans Classic,Clothing,Bottoms,18,2024-09-28 00:00:00,52.99,CUST-0078,France
INV-100421,HOME-001,Coffee Maker,Home & Garden,Kitchen,47,2025-05-20 00:00:00,65.69,CUST-0040,France
INV-100422,ELEC-002,Wireless Mouse,Electronics,Accessories,39,2024-12-09 00:00:00,32.11,CUST-0061,Portugal
INV-100423,CLOTH-001,Cotton T-Shirt,Clothing,Tops,31,2024-07-19 00:00:00,20.72,CUST-0056,France
INV-100424,HOME-002,Desk Lamp,Home & Garden,Lighting,21,2023-12-14 00:00:00,33.78,CUST-0042,Italy
INV-100425,SPORT-001,Yoga Mat,Sports,Fitness,35,2025-03-19 00:00:00,24.81,CUST-0059,France
INV-100426,ELEC-002,Wireless Mouse,Electronics,Accessories,43,2024-01-30 00:00:00,27.13,CUST-0019,Austria
INV-100427,BOOK-001,Python Programming,Books,Technology,7,2023-12-01 00:00:00,36.72,CUST-0077,Italy
INV-100428,ELEC-002,Wireless Mouse,Electronics,Accessories,21,2025-06-18 00:00:00,32.3,CUST-0033,Austria
INV-100429,HOME-002,Desk Lamp,Home & Garden,Lighting,11,2024-08-02 00:00:00,35.63,CUST-0046,Spain
INV-100430,ELEC-001,"Laptop Pro 15""",Electronics,Computers,45,2025-05-23 00:00:00,840.54,CUST-0033,Italy
INV-100431,CLOTH-002,Jeans Classic,Clothing,Bottoms,4,2024-11-14 00:00:00,50.46,CUST-0084,France
INV-100432,ELEC-001,"Laptop Pro 15""",Electronics,Computers,19,2024-02-16 00:00:00,929.62,CUST-0076,Switzerland
INV-100433,CLOTH-002,Jeans Classic,Clothing,Bottoms,25,2025-06-25 00:00:00,52.89,CUST-0097,Portugal
INV-100434,ELEC-004,Bluetooth Speaker,Electronics,Audio,24,2023-11-04 00:00:00,75.22,CUST-0029,Germany
INV-100435,ELEC-003,USB-C Cable,Electronics,Accessories,33,2025-06-03 00:00:00,13.97,CUST-0023,Spain
INV-100436,CLOTH-001,Cotton T-Shirt,Clothing,Tops,30,2025-03-23 00:00:00,21.82,CUST-0059,Portugal
INV-100437,HOME-001,Coffee Maker,Home & Garden,Kitchen,18,2023-10-08 00:00:00,54.21,CUST-0092,Switzerland
INV-100438,ELEC-003,USB-C Cable,Electronics,Accessories,32,2025-07-16 00:00:00,12.66,CUST-0029,Netherlands
INV-100439,CLOTH-001,Cotton T-Shirt,Clothing,Tops,6,2024-02-14 00:00:00,21.45,CUST-0067,France
INV-100440,HOME-001,Coffee Maker,Home & Garden,Kitchen,21,2024-06-05 00:00:00,57.02,CUST-0087,Germany
INV-100441,CLOTH-002,Jeans Classic,Clothing,Bottoms,36,2024-11-10 00:00:00,47.19,CUST-0073,Portugal
INV-100442,ELEC-002,Wireless Mouse,Electronics,Accessories,18,2024-10-18 00:00:00,30.38,CUST-0038,UK
INV-100443,HOME-001,Coffee Maker,Home & Garden,Kitchen,18,2025-05-17 00:00:00,65.47,CUST-0023,Italy
INV-100444,HOME-001,Coffee Maker,Home & Garden,Kitchen,20,2025-04-09 00:00:00,58.93,CUST-0059,Netherlands
INV-100445,SPORT-001,Yoga Mat,Sports,Fitness,36,2023-12-14 00:00:00,24.73,CUST-0072,UK
INV-100446,SPORT-001,Yoga Mat,Sports,Fitness,17,2024-05-26 00:00:00,27.0,CUST-0067,Germany
INV-100447,ELEC-002,Wireless Mouse,Electronics,Accessories,8,2025-07-16 00:00:00,29.66,CUST-0003,Spain
